name,salary_from,salary_to,salary_currency,area_name,published_at
Токарь-универсал,105000,130000,RUR,Верещагино,2022-12-12T15:43:53+0300
Ведущий разработчик/Архитектор 1С,,,,Москва,2022-12-12T12:28:51+0300
Токарь (Тамбовская область),96000,,RUR,Камышин,2022-12-12T13:11:51+0300
Станочник широкого профиля (Челябинская область),94000,100000,RUR,Ишимбай,2022-12-12T15:12:44+0300
Программист 1C,,,,Санкт-Петербург,2022-12-12T16:30:45+0300
Менеджер по работе с жалобами,35000,,RUR,Пенза,2022-12-12T15:43:40+0300
Токарь-расточник,120000,,RUR,Йошкар-Ола,2022-12-12T12:06:56+0300
Ведущий специалист отдела компенсации и льготы,,,,Алматы,2022-12-12T15:19:11+0300
Эксперт по информационной безопасности и технической защите,,,,Казань,2022-12-12T18:25:14+0300
Аналитик 1С:ERP (Middle),150000,,RUR,Москва,2022-12-12T12:20:16+0300
MLOps/DevOps разработчик (ML-модели),,,,Тюмень,2022-12-12T18:13:38+0300
Механик по оборудованию,50000,,RUR,Пермь,2022-12-12T12:13:55+0300
Шлифовщик по металлу (в Екатеринбург),125000,135000,RUR,Магнитогорск,2022-12-12T13:29:02+0300
Токарь-универсал,105000,130000,RUR,Моршанск,2022-12-12T15:43:49+0300
Токарь в г. Курган,108680,217360,RUR,Курган,2022-12-12T12:39:12+0300
Старший бизнес-аналитик,,,,Москва,2022-12-12T23:45:48+0300
Эникей/айти-специалист,,35000,RUR,Самара,2022-12-12T16:01:57+0300
Java разработчик в Tinkoff Black,,,,Новосибирск,2022-12-12T16:05:02+0300
Junior 2D spine animator,,,,Минск,2022-12-12T13:34:54+0300
Токарь-универсал (график/подработка),60000,,RUR,Подольск (Московская область),2022-12-12T16:27:50+0300
Руководитель службы технической эксплуатации,120000,,RUR,Воронеж,2022-12-12T12:30:10+0300
Системный аналитик,,,,Томск,2022-12-12T12:48:06+0300
Продакт-менеджер,,,,Москва,2022-12-12T14:31:32+0300
Разработчик Angular,,,,Санкт-Петербург,2022-12-12T16:33:52+0300
Выездной сервисный инженер по POS-терминалам,,,,Нальчик,2022-12-12T12:31:27+0300
Сверловщик,80000,,RUR,Екатеринбург,2022-12-12T12:43:09+0300
Middle / Senior PHP Backend программист,100000,200000,RUR,Самара,2022-12-12T16:36:42+0300
Шлифовщик,70000,,RUR,Екатеринбург,2022-12-12T12:43:09+0300
Механик погрузочной техники на РЦ (г.Домодедово),55000,,RUR,Домодедово,2022-12-12T12:30:31+0300
Токарь-универсал,105000,130000,RUR,Бологое,2022-12-12T15:43:52+0300
Техник систем информационных технологий,,,,Ставрополь,2022-12-12T18:35:27+0300
Мастер по ремонту холодильного оборудования,110000,120000,RUR,Уфа,2022-12-12T13:32:30+0300
Руководитель проекта,,,,Москва,2022-12-12T19:13:20+0300
Разработчик бортовых алгоритмов,,,,Москва,2022-12-12T19:14:27+0300
Шлифовщик в дивизион станкостроения,101000,132000,RUR,Уфа,2022-12-12T12:26:01+0300
Штамповщик-наладчик,30000,35000,RUR,Киров (Кировская область),2022-12-12T15:10:14+0300
Старший С++ разработчик (search services),,,,Москва,2022-12-12T14:54:10+0300
Middle Golang Developer,,,,Москва,2022-12-12T17:08:53+0300
Токарь-универсал,105000,130000,RUR,Киров (Кировская область),2022-12-12T15:43:51+0300
Токарь-универсал,105000,130000,RUR,Переславль-Залесский,2022-12-12T15:43:51+0300
"Шлифовщик, г. Липецк",107000,,RUR,Елец,2022-12-12T12:52:08+0300
Разработчик С++,,,,Санкт-Петербург,2022-12-12T12:46:52+0300
Токарь (Тамбовская область),96000,,RUR,Альметьевск,2022-12-12T13:11:51+0300
Архитектор бизнес-процессов (Enterprise Architect),250000,,RUR,Краснодар,2022-12-12T14:53:50+0300
Станочник широкого профиля (Челябинская область),94000,100000,RUR,Стерлитамак,2022-12-12T15:12:44+0300
Токарь-универсал,120000,150000,RUR,Дальнереченск,2022-12-12T19:25:59+0300
Токарь-универсал,40000,,RUR,Ярославль,2022-12-12T14:01:46+0300
Специалист SAP FI-CO/Консультант SAP FI-CO,,,,Москва,2022-12-12T12:00:55+0300
Product owner (потребительские кредиты),,,,Москва,2022-12-12T19:02:07+0300
"Разработчик SQL, Delphi",,,,Воронеж,2022-12-12T12:01:31+0300
Ведущий разработчик Python,,,,Санкт-Петербург,2022-12-12T13:00:58+0300
Руководитель отдела аналитики продаж,,,,Москва,2022-12-12T13:37:19+0300
Токарь-универсал,105000,130000,RUR,Пыть-Ях,2022-12-12T15:43:50+0300
Станочник широкого профиля (Челябинская область),94000,100000,RUR,Южноуральск,2022-12-12T15:12:44+0300
Системный аналитик (удаленно),,,,Самара,2022-12-12T20:51:10+0300
Backend-разработчик PHP,440000,1500000,KZT,Алматы,2022-12-12T15:02:48+0300
Developer PHP,,,,Тбилиси,2022-12-12T19:12:52+0300
Ведущий Android-разработчик (Маруся),,,,Москва,2022-12-12T14:12:09+0300
Head of Data Science,,,,Санкт-Петербург,2022-12-12T17:59:15+0300
Ведущий системный администратор,130000,,RUR,Москва,2022-12-12T18:15:02+0300
ИТ ИБ Аудитор,,,,Санкт-Петербург,2022-12-12T19:36:28+0300
Механик по транспорту (Иркутская область),100000,120000,RUR,Челябинск,2022-12-12T13:06:06+0300
Ведущий специалист по информационной безопасности,,,,Москва,2022-12-12T16:36:19+0300
Бизнес Аналитик (S&OP),,,,Москва,2022-12-12T12:49:23+0300
Системный аналитик,,,,Санкт-Петербург,2022-12-12T12:47:58+0300
Наладчик станков с ЧПУ,135000,145000,RUR,Киров (Кировская область),2022-12-12T13:25:48+0300
Специалист ИТ,30000,,RUR,Киров (Кировская область),2022-12-12T13:49:34+0300
C++ Developer (Middle+),,,,Минск,2022-12-12T15:35:45+0300
Менеджер тестовых сред,,,,Москва,2022-12-12T17:21:59+0300
Разработчик WebTutor,,,,Москва,2022-12-12T18:26:46+0300
Фрезеровщик на производство в г.Луга,80000,,RUR,Тихвин,2022-12-12T12:53:00+0300
Токарь,105000,110000,RUR,Краснодар,2022-12-12T13:30:19+0300
Системный аналитик (Развитие продуктов и сервисов в интернет-банке (ДБО ЮЛ)),,,,Москва,2022-12-12T12:00:08+0300
Product manager,,,,Москва,2022-12-12T12:11:53+0300
Шлифовщик в дивизион станкостроения,101000,132000,RUR,Нефтекамск,2022-12-12T12:26:01+0300
Механик по ремонту ДСТ (дорожно-строительных машин и тракторов),140000,140000,RUR,Владимир,2022-12-12T18:26:45+0300
Токарь,100000,,RUR,Дзержинск (Нижегородская область),2022-12-12T15:21:27+0300
Токарь,17000,17000,RUR,Козельск,2022-12-12T16:22:41+0300
Инженер-механик,,73000,RUR,Воронеж,2022-12-12T12:14:17+0300
Шлифовщик,130000,,RUR,Альметьевск,2022-12-12T12:18:43+0300
Инженер-наладчик КИПиА,,,,Волоколамск,2022-12-12T17:25:09+0300
Станочник широкого профиля в дивизион станкостроения,101000,132000,RUR,Нижнекамск,2022-12-12T12:26:57+0300
Ведущий специалист технической поддержки,,,,Курск,2022-12-12T15:48:42+0300
Системный администратор,,50000,RUR,Санкт-Петербург,2022-12-12T14:39:25+0300
Фрезеровщик,100000,,RUR,Пермь,2022-12-12T14:24:56+0300
Токарь-универсал,110000,,RUR,Тула,2022-12-12T14:33:43+0300
Golang developer,,,,Казань,2022-12-12T12:30:38+0300
Senior DevOps-инженер,,,,Москва,2022-12-12T16:36:44+0300
Термист (заточник) 3-6 разряда,1500,,BYR,Брест,2022-12-12T12:34:51+0300
Главный механик,1500,,BYR,Витебск,2022-12-12T12:42:31+0300
SRE/Инженер отдела поддержки сервисов,,,,Москва,2022-12-12T17:12:35+0300
Инженер-программист,,,,Самара,2022-12-12T18:47:09+0300
Инженер-наладчик (село Серноводское),,,,Аргун,2022-12-12T12:25:34+0300
Менеджер по проектам,35000,,RUR,Самара,2022-12-12T15:51:34+0300
Токарь,43000,43000,RUR,Армавир,2022-12-12T16:43:19+0300
Токарь (Казань),92000,120000,RUR,Оренбург,2022-12-12T14:26:15+0300
Токарь-универсал,105000,130000,RUR,Нытва,2022-12-12T15:43:44+0300
"Токарь (16К20), Нижний Новгород",107000,,RUR,Нижний Новгород,2022-12-12T12:28:56+0300
Токарь-универсал,105000,130000,RUR,Киржач,2022-12-12T15:43:54+0300
Токарь-расточник,115000,,RUR,Магнитогорск,2022-12-12T14:47:36+0300
Специалист технической поддержки по 1С,,,,Москва,2022-12-12T14:49:57+0300
Системный аналитик DWH,,,,Москва,2022-12-12T16:28:38+0300
Инженер по сборке ПО,44000,75000,RUR,Ярославль,2022-12-12T14:57:12+0300
Product-manager по контекстной рекламе,70000,,RUR,Вологда,2022-12-12T17:59:25+0300
Токарь 16к20,108000,,RUR,Саранск,2022-12-12T15:27:20+0300
Механик службы главного механика,45000,45000,RUR,Сызрань,2022-12-12T15:22:47+0300
Токарь-универсал,105000,130000,RUR,Рыбинск,2022-12-12T15:43:51+0300
Middle/Senior Fullstack Quality Engineer [MTC Travel],,,,Москва,2022-12-12T14:43:13+0300
Бизнес-аналитик,70000,,RUR,Екатеринбург,2022-12-12T17:32:48+0300
Специалист службы технической поддержки в Яндекс 360,30000,39000,RUR,Новомосковск (Тульская область),2022-12-12T17:17:52+0300
Python-разработчик в команду Облачных баз данных,,,,Санкт-Петербург,2022-12-12T15:13:55+0300
Разработчик MS SQL/ PostgreSQL,,,,Москва,2022-12-12T12:01:37+0300
Системный инженер,,,,Москва,2022-12-12T15:43:49+0300
Консультант поддержки в Яндекс Бизнес,13000,33800,RUR,Копейск,2022-12-12T19:20:40+0300
Токарь,43000,,RUR,Самара,2022-12-12T16:02:18+0300
DevOps-инженер,,,,Астана,2022-12-12T12:56:09+0300
Systems administrator (Windows),,,,Москва,2022-12-12T16:56:50+0300
Шлифовщик,130000,,RUR,Саранск,2022-12-12T12:24:12+0300
Токарь (Тамбовская область),96000,,RUR,Глазов,2022-12-12T13:11:51+0300
Токарь,110000,118000,RUR,Ростов-на-Дону,2022-12-12T13:27:38+0300
Middle / Senior PHP Backend программист,100000,200000,RUR,Киров (Кировская область),2022-12-12T16:36:47+0300
Техник-технолог\Автоэлектрик,80000,,RUR,Химки,2022-12-12T12:17:37+0300
Токарь-универсал,105000,130000,RUR,Кунгур,2022-12-12T15:43:44+0300
Аналитик ELMA BPM,,,,Москва,2022-12-12T14:26:50+0300
Токарь-универсал,105000,130000,RUR,Тобольск,2022-12-12T15:43:50+0300
Аналитик 1С,,,,Москва,2022-12-12T17:45:19+0300
Инженер данных (Frontend),,,,Москва,2022-12-12T12:47:14+0300
Программист с/с++ для встраиваемых систем (микроконтроллеров),150000,,RUR,Зеленоград,2022-12-12T13:08:12+0300
Системный администратор,50000,50000,RUR,Краснодар,2022-12-12T17:12:19+0300
Токарь,100000,,RUR,Можга,2022-12-12T16:22:42+0300
Токарь-универсал,105000,130000,RUR,Невьянск,2022-12-12T15:43:45+0300
Заместитель руководителя отдела эксплуатации,,,,Москва,2022-12-12T12:54:21+0300
Токарь-универсал,105000,130000,RUR,Калуга,2022-12-12T15:43:44+0300
Архитектор хранилищ (DWH),,,,Москва,2022-12-12T18:24:40+0300
Ведущий разработчик (корпоративное хранилище данных),,,,Москва,2022-12-12T18:12:58+0300
Инженер-механик,61000,,RUR,Обнинск,2022-12-12T13:19:55+0300
IOS developer (Remote),,,,Москва,2022-12-12T13:15:01+0300
Оператор станка с ЧПУ (Москва),100000,118000,RUR,Брянск,2022-12-12T13:15:34+0300
Механик по ремонту мототехники,45000,,RUR,Фурманов,2022-12-12T16:12:59+0300
Токарь-универсал,105000,130000,RUR,Бузулук,2022-12-12T15:43:53+0300
Токарь-универсал,105000,130000,RUR,Чапаевск,2022-12-12T15:43:49+0300
Токарь-универсал,105000,130000,RUR,Ишимбай,2022-12-12T15:43:47+0300
"Оператор автоматических и полуавтоматических линий, станков и установок",55000,,RUR,Икша,2022-12-12T14:27:03+0300
Эксперт отдела обеспечения информационных систем,,,,Москва,2022-12-12T18:01:23+0300
Оператор станков (мебельное производство),30000,70000,RUR,Нижний Новгород,2022-12-12T19:15:32+0300
Механик по ремонту производственного оборудования,55000,,RUR,Калуга,2022-12-12T13:20:14+0300
Angular Developer,,,,Баку,2022-12-12T19:12:52+0300
Ведущий инженер отдела главного механика,,,,Красноярск,2022-12-12T13:02:45+0300
Разработчик 1С,,,,Пенза,2022-12-12T13:50:18+0300
Наладчик КИПиА,60000,,RUR,Егорьевск,2022-12-12T15:41:46+0300
Инженер-программист микроконтроллеров,,,,Пенза,2022-12-12T15:04:18+0300
Инженер-схемотехник 1-2 категории,,80000,RUR,Москва,2022-12-12T12:25:32+0300
Руководитель проекта (банки-партнеры),,,,Москва,2022-12-12T13:11:19+0300
Руководитель группы разработки 1С (частичная занятость),100000,120000,RUR,Москва,2022-12-12T13:19:57+0300
Оператор станка с ЧПУ (лазерной резки),50000,,RUR,Собинка,2022-12-12T14:05:02+0300
Супервайзер / Менеджер по развитию территории,60000,90000,RUR,Омск,2022-12-12T14:19:12+0300
Токарь,50000,,RUR,Тюмень,2022-12-12T14:20:58+0300
Сетевой инженер (развитие),,,,Москва,2022-12-12T15:42:31+0300
Ведущий консультант 1С ТОРО,120000,200000,RUR,Белгород,2022-12-12T14:31:57+0300
Токарь-универсал,105000,130000,RUR,Вышний Волочек,2022-12-12T15:43:52+0300
Шлифовщик,115000,,RUR,Челябинск,2022-12-12T14:37:19+0300
Middle/Senior Data Engineer,,,,Москва,2022-12-12T16:56:13+0300
Менеджер по продукту,,,,Москва,2022-12-12T14:44:52+0300
Токарь-универсал,105000,130000,RUR,Соликамск,2022-12-12T15:43:44+0300
"Токарь (16К20), Нижний Новгород",107000,,RUR,Арзамас,2022-12-12T12:28:56+0300
Бизнес-аналитик,,,,Москва,2022-12-12T16:33:18+0300
Специалист по сопровождению рабочих мест,,,,Москва,2022-12-12T18:13:08+0300
Токарь-универсал,105000,130000,RUR,Янаул,2022-12-12T15:43:50+0300
Менеджер по развитию продуктового портфеля ветеринарных препаратов,,,,Москва,2022-12-12T15:30:18+0300
Руководитель направления «Управление изменениями»,,,,Москва,2022-12-12T14:21:57+0300
Менеджер отдела главного механика,60000,,RUR,Энгельс,2022-12-12T14:37:14+0300
Эксперт Low-code/Разработчик ELMA 365,,,,Москва,2022-12-12T13:07:18+0300
Механик-аккумуляторщик Погрузочной техники на РЦ (Домодедово),50000,,RUR,Домодедово,2022-12-12T12:30:30+0300
Инженер-механик,47000,59000,RUR,Раменское,2022-12-12T15:39:38+0300
Токарь-универсал,105000,130000,RUR,Белебей,2022-12-12T15:43:48+0300
Токарь-универсал,105000,130000,RUR,Курск,2022-12-12T15:43:49+0300
Инженер отдела поддержки пользователей,25000,25000,RUR,Оренбург,2022-12-12T15:23:58+0300
Монтажник слаботочных сетей,60000,90000,RUR,Москва,2022-12-12T20:18:44+0300
Ведущий инженер,,45000,RUR,Новосибирск,2022-12-12T12:27:53+0300
Java team lead (Кредитование),,,,Москва,2022-12-12T13:00:51+0300
Токарь-универсал,100000,,RUR,Казань,2022-12-12T14:18:26+0300
Fullstack-разработчик C#/JavaScript,,,,Москва,2022-12-12T16:10:12+0300
Developer C#,,,,Баку,2022-12-12T19:12:51+0300
Фрезеровщик 4-5 разряда,60000,65000,RUR,Воронеж,2022-12-12T12:59:29+0300
Специалист по БДД,40000,,RUR,Тула,2022-12-12T13:23:19+0300
Токарь-карусельщик,91000,,RUR,Каменск-Уральский,2022-12-12T15:03:01+0300
"Программист Delphi, MS SQL",100000,,RUR,Санкт-Петербург,2022-12-12T15:45:38+0300
Специалист службы технической поддержки в Яндекс 360,30000,39000,RUR,Рыбинск,2022-12-12T17:17:52+0300
Senior .NET Developer,,,,Таганрог,2022-12-12T18:14:51+0300
Программист 1C,150000,,RUR,Нижний Новгород,2022-12-12T16:42:29+0300
Ведущий архитектор,,,,Москва,2022-12-12T18:10:57+0300
"Токарь (16К20), Нижний Новгород",107000,,RUR,Муром,2022-12-12T12:28:56+0300
Станочник широкого профиля 4 разряд,26860,,RUR,Тула,2022-12-12T16:14:47+0300
Токарь-универсал,105000,130000,RUR,Калач,2022-12-12T15:43:46+0300
Токарь (Тамбовская область),96000,,RUR,Муром,2022-12-12T13:11:51+0300
Golang разработчик (Контакт-Центр),,,,Москва,2022-12-12T13:24:41+0300
Токарь,110000,118000,RUR,Воронеж,2022-12-12T13:27:38+0300
Windows Kernel Engineer,,,,Москва,2022-12-12T13:58:34+0300
Слесарь-наладчик КИПиА,,,,Одинцово,2022-12-12T17:25:09+0300
Инженер ИТ-инфраструктуры,,,,Нижний Новгород,2022-12-12T23:28:08+0300
Фрезеровщик,80000,100000,RUR,Домодедово,2022-12-12T15:11:38+0300
Ведущий разработчик ABAP,,,,Москва,2022-12-12T18:31:48+0300
Оператор-наладчик,60000,,RUR,Тучково,2022-12-12T12:56:32+0300
Руководитель проектов DWH,,,,Москва,2022-12-12T14:11:38+0300
Специалист по КИПиА (электроник),,,,Самара,2022-12-12T15:52:01+0300
"Преподаватель компьютерных/IT курсов, программирования, информатики",,100000,RUR,Москва,2022-12-12T17:35:19+0300
Ведущий инженер-конструктор по высоковольтному оборудованию (производство трамвая),,,,Москва,2022-12-12T18:04:10+0300
"Оператор автоматических и полуавтоматических линий, станков и установок",55000,,RUR,Яхрома,2022-12-12T14:27:03+0300
Ведущий аналитик 1С,,,,Самара,2022-12-12T17:12:40+0300
Токарь,100000,,RUR,Елабуга,2022-12-12T16:22:41+0300
Токарь (Казань),92000,120000,RUR,Казань,2022-12-12T14:26:15+0300
Токарь-универсал,105000,130000,RUR,Шадринск,2022-12-12T15:43:48+0300
Токарь-универсал,105000,130000,RUR,Павловск (Воронежская область),2022-12-12T15:43:47+0300
Ведущий web-разработчик PHP (Laravel),,,,Новосибирск,2022-12-12T13:32:39+0300
Инженер-механик,50000,150000,RUR,Владивосток,2022-12-12T22:12:01+0300
Technical Account Manager / Customer Success Manager (Cloud Advanced),,,,Москва,2022-12-12T15:42:36+0300
Менеджер по информационной безопасности,40928,,RUR,Калуга,2022-12-12T14:15:45+0300
Специалист по тестированию на проникновение (Pentester),,,,Москва,2022-12-12T14:14:06+0300
Инженер КИПиА,50000,50000,RUR,Казань,2022-12-12T22:30:01+0300
Токарь,,,,Новомосковск (Тульская область),2022-12-12T16:10:20+0300
Программист 1С,,,,Владимир,2022-12-12T14:17:47+0300
"Механик по ремонту спецтехники (строительная, дорожная, сельскохозяйственная)",80000,,RUR,Ставрополь,2022-12-12T14:28:20+0300
Наладчик станков и манипуляторов с программным управлением (токарно-фрезерная группа),80000,,RUR,Челябинск,2022-12-12T15:21:24+0300
Специалист по прогнозированию спроса,,,,Москва,2022-12-12T16:36:20+0300
Техник по настройке РЭА,50000,65000,RUR,Санкт-Петербург,2022-12-12T15:41:49+0300
Токарь (Казань),92000,120000,RUR,Ишимбай,2022-12-12T14:26:15+0300
Токарь в Арзамас,113000,,RUR,Нижний Новгород,2022-12-12T15:27:20+0300
Токарь-универсал,105000,130000,RUR,Мичуринск,2022-12-12T15:43:49+0300
Старший инженер ИТ поддержки,,,,Краснодар,2022-12-12T14:43:50+0300
PHP разработчик (Yii2),80000,100000,RUR,Подольск (Московская область),2022-12-12T12:32:26+0300
Токарь,115000,125000,RUR,Йошкар-Ола,2022-12-12T13:13:01+0300
Токарь-расточник,115000,,RUR,Мичуринск,2022-12-12T14:47:36+0300
Старший администратор проекта,,80000,RUR,Менделеевск,2022-12-12T12:41:43+0300
Токарь-универсал,105000,130000,RUR,Сызрань,2022-12-12T15:43:44+0300
Специалист службы технической поддержки в Яндекс 360,30000,39000,RUR,Псков,2022-12-12T17:40:46+0300
Senior Game Designer (Кипр),,,,Санкт-Петербург,2022-12-12T12:39:19+0300
Бизнес-аналитик,,,,Волгоград,2022-12-12T18:47:09+0300
Шлифовщик в дивизион станкостроения,101000,132000,RUR,Йошкар-Ола,2022-12-12T12:26:01+0300
Проектный менеджер (гор. Ялта),,,,Нижний Новгород,2022-12-12T12:52:48+0300
Токарь-карусельщик,100000,,RUR,Екатеринбург,2022-12-12T12:43:09+0300
Аналитик SOC (L2),,,,Москва,2022-12-12T22:26:46+0300
Токарь-универсал,105000,130000,RUR,Краснокамск,2022-12-12T15:43:53+0300
Токарь-универсал,105000,130000,RUR,Озерск (Челябинская область),2022-12-12T15:43:50+0300
Токарь-универсал,105000,130000,RUR,Нововоронеж,2022-12-12T15:43:46+0300
Начальник отдела инфраструктурной безопасности,,,,Москва,2022-12-12T14:15:17+0300
Шлифовщик,115000,,RUR,Чебоксары,2022-12-12T14:28:47+0300
Токарь-расточник,115000,,RUR,Муром,2022-12-12T14:47:36+0300
Старший специалист аналитики,,,,Санкт-Петербург,2022-12-12T15:24:32+0300
"Разработчик сервисов телефонии (Java/Scala, Asterisk)",,,,Санкт-Петербург,2022-12-12T16:20:35+0300
Бизнес-аналитик,,,,Нижний Новгород,2022-12-12T18:47:09+0300
Сервисный инженер по окнам ПВХ и светопрозрачным конструкциям,35000,40000,RUR,Екатеринбург,2022-12-12T12:33:59+0300
Инженер сервисного центра (г. Самарканд),,,,Самарканд,2022-12-12T14:06:32+0300
Специалист по антивирусному ПО,,,,Москва,2022-12-12T17:07:41+0300
Токарь-фрезеровщик,65000,,RUR,Всеволожск,2022-12-12T13:17:51+0300
Специалист-консультант на поддержку и внедрение 1С,,,,Брянск,2022-12-12T12:17:29+0300
Программист 1C (УТ 11),,,,Санкт-Петербург,2022-12-12T12:09:32+0300
Интегратор,,,,Москва,2022-12-12T15:45:42+0300
Инженер Linux,,,,Москва,2022-12-12T15:33:37+0300
Токарь-расточник,100000,,RUR,Арзамас,2022-12-12T16:22:38+0300
Токарь-универсал,105000,130000,RUR,Вятские Поляны,2022-12-12T15:43:51+0300
"Шлифовщик, г. Липецк",107000,,RUR,Москва,2022-12-12T12:52:09+0300
Главный менеджер по сопровождению кредитного портфеля,93600,,RUR,Москва,2022-12-12T13:52:28+0300
Инженер-разработчик Docsvision,,,,Санкт-Петербург,2022-12-12T17:22:42+0300
Менеджер по продажам,,500000,RUR,Санкт-Петербург,2022-12-12T14:23:39+0300
Business Analyst,,,,Тбилиси,2022-12-12T19:12:52+0300
QA Engineer (Manual+Auto),,,,Москва,2022-12-12T12:05:46+0300
Ведущий специалист технической поддержки,,,,Самара,2022-12-12T15:22:37+0300
Системный администратор,,,,Москва,2022-12-12T18:13:48+0300
Программист 1С,80000,80000,RUR,Краснодар,2022-12-12T13:28:31+0300
Токарь,50000,75000,RUR,Москва,2022-12-12T18:45:22+0300
Токарь-универсал,105000,130000,RUR,Шебекино,2022-12-12T15:43:46+0300
Токарь-универсал,105000,130000,RUR,Обнинск,2022-12-12T15:43:44+0300
Токарь-универсал,105000,130000,RUR,Курчатов,2022-12-12T15:43:49+0300
"Шлифовщик 5 разряда (сухим способом, инструментальное производство)",30000,,RUR,Курск,2022-12-12T12:13:10+0300
Product Analyst,,,,Москва,2022-12-12T13:14:33+0300
IOS разработчик (Senior),,,,Таганрог,2022-12-12T17:52:56+0300
Консультант поддержки в Яндекс Бизнес,13000,33800,RUR,Новошахтинск,2022-12-12T19:23:59+0300
Фрезеровщик,,85000,RUR,Ярославль,2022-12-12T16:32:50+0300
Аналитик по развитию фронт-офисной системы (ФОС),,,,Москва,2022-12-12T13:46:31+0300
Станочник широкого профиля в дивизион станкостроения,101000,132000,RUR,Нефтекамск,2022-12-12T12:26:57+0300
Начальник отдела по учету ГСМ (горюче-смазочных материалов),,,,Нягань,2022-12-12T13:21:06+0300
Дизайнер,70000,,RUR,Ставрополь,2022-12-12T16:02:09+0300
Unity developer (Mamboo games),,,,Минск,2022-12-12T15:59:27+0300
"Токарь-расточник 6-разряд, г. Тобольск",,,,Тольятти,2022-12-12T13:01:43+0300
Токарь-расточник на завод,124000,,RUR,Павлово,2022-12-12T15:27:50+0300
Фрезеровщик на производство в г.Луга с проживанием,70000,,RUR,Луга,2022-12-12T12:54:27+0300
Механик-наладчик оборудования,70000,,RUR,Наро-Фоминск,2022-12-12T17:44:38+0300
Токарь-универсал,105000,130000,RUR,Ханты-Мансийск,2022-12-12T15:43:50+0300
Инженер-программист АСУ ТП,150000,,RUR,Железнодорожный,2022-12-12T12:02:35+0300
Механик,70000,100000,RUR,Лобня,2022-12-12T12:30:43+0300
РНР Программист,,,,Москва,2022-12-12T14:26:27+0300
Ведущий специалист ЦОД,,,,Москва,2022-12-12T15:18:57+0300
Программист 1С,,,,Орел,2022-12-12T14:50:10+0300
Руководитель отдела внедрения и сопровождения,80000,,RUR,Новосибирск,2022-12-12T16:22:02+0300
Токарь-универсал,105000,130000,RUR,Покров,2022-12-12T15:43:54+0300
Токарь-универсал,105000,130000,RUR,Кумертау,2022-12-12T15:43:47+0300
Токарь-универсал,105000,130000,RUR,Ефремов,2022-12-12T15:43:48+0300
Фрезеровщик,110000,,RUR,Тула,2022-12-12T15:05:50+0300
Дежурный системный администратор,,,,Белгород,2022-12-12T16:37:53+0300
"Инженер-программист на C/C++ для встраиваемых систем (RTOS, ОС Linux)",,,,Москва,2022-12-12T17:42:56+0300
Логист-механик по выпуску грузового автотранспорта,70000,,RUR,Щербинка,2022-12-12T17:20:12+0300
"Токарь-расточник 6-разряд, г. Тобольск",,,,Омск,2022-12-12T13:01:44+0300
Менеджер по управлению процессами торгового финансирования,,,,Москва,2022-12-12T16:29:19+0300
Консультант поддержки в Яндекс Бизнес,13000,33800,RUR,Зеленодольск (Республика Татарстан),2022-12-12T19:23:59+0300
Токарь-универсал,105000,130000,RUR,Новокуйбышевск,2022-12-12T15:43:44+0300
Токарь-универсал,105000,130000,RUR,Белорецк,2022-12-12T15:43:48+0300
Токарь-универсал,105000,130000,RUR,Железногорск (Курская область),2022-12-12T15:43:49+0300
Инженер-электроник,,,,Тольятти,2022-12-12T18:07:44+0300
Руководитель отдела по работе с маркетплейсами / Head of E-commerce,,,,Москва,2022-12-12T18:08:10+0300
Токарь-универсал,105000,130000,RUR,Йошкар-Ола,2022-12-12T15:43:51+0300
Токарь-универсал,105000,130000,RUR,Павлово,2022-12-12T15:43:54+0300
Руководитель направления продуктового менеджмента,,,,Казань,2022-12-12T18:37:18+0300
Системный администратор,,,,Раменское,2022-12-12T16:36:20+0300
Руководитель ИТ-отдела,75000,75000,RUR,Рязань,2022-12-12T14:11:12+0300
Продуктовый дизайнер (UX/UI / Product designer),,,,Москва,2022-12-12T16:48:24+0300
Программист 1C (Альтон),40000,,RUR,Москва,2022-12-12T16:50:05+0300
Токарь (3-6 разряд),30000,59000,RUR,Тула,2022-12-12T13:18:41+0300
"Токарь (16К20), Нижний Новгород",107000,,RUR,Москва,2022-12-12T12:28:56+0300
"Специалист технической поддержки, Ozon Tech",,,,Жуковский,2022-12-12T12:11:58+0300
"Технический специалист, инженер по качеству (атомная промышленность)",,,,Москва,2022-12-12T12:00:57+0300
Токарь-универсал 4 разряд,36100,,RUR,Москва,2022-12-12T12:04:21+0300
Шлифовщик в дивизион станкостроения,101000,132000,RUR,Нижнекамск,2022-12-12T12:26:01+0300
Наладчик станков с ЧПУ,135000,145000,RUR,Димитровград,2022-12-12T13:25:48+0300
C++ Developer for Endpoint Harmony,,,,Минск,2022-12-12T16:16:56+0300
Системный аналитик BPM,,,,Москва,2022-12-12T18:41:06+0300
"Senior Backend разработчик, удалённо (PHP/Laravel, PostgreSQL)",180000,,RUR,Москва,2022-12-12T19:39:47+0300
Токарь-универсал,105000,130000,RUR,Чернушка,2022-12-12T15:43:45+0300
Токарь-универсал,105000,130000,RUR,Выкса,2022-12-12T15:43:54+0300
Токарь-универсал,105000,130000,RUR,Великие Луки,2022-12-12T15:43:54+0300
Программист 1С,,,,Королев,2022-12-12T14:50:10+0300
